id;title;status;slug;menu_order;classe;chapitre;difficult;solve;annale;;;;;
2705;Fonctions Intégrales - Bac S  Métropole 2014;active;fonctions-bac-s-metropole-2014;1;terminale;NULL;2;exercice-corrige;bac-s-metropole-2014;18145030;Bac S;Métropole;2014;Bac S 2014 Métropole
2707;Probabilités - Bac S  Métropole  2014;active;probabilites-bac-s-metropole-2014;2;terminale;NULL;2;exercice-corrige;bac-s-metropole-2014;18145040;Bac S;Métropole;2014;Bac S 2014 Métropole
2750;Matrices (spé) - Bac S  Métropole 2014;active;matrices-spe-bac-s-metropole-2014;4;terminale;NULL;2;NULL;bac-s-metropole-2014;18145050;Bac S;Métropole;2014;Bac S 2014 Métropole
1480;Suites - Bac S Polynésie 2014;active;suites-bac-s-polynesie-2014;7152001;terminale;te-suites;2;exercice-corrige;bac-s-polynesie-2014;18145510;Bac S;Polynésie;2014;Bac S 2014 Polynésie
2691;Géométrie dans l'espace - Bac S Polynésie 2014;active;geometrie-espace-bac-s-polynesie-2014;1;terminale;NULL;2;NULL;bac-s-polynesie-2014;18145520;Bac S;Polynésie;2014;Bac S 2014 Polynésie
2693;Arithmétique - Bac S Polynésie 2014 (spé);active;arithmetique-spe-bac-s-polynesie-2014;2;terminale;NULL;2;NULL;bac-s-polynesie-2014;18145530;Bac S;Polynésie;2014;Bac S 2014 Polynésie
2698;QCM Probabilités - Bac S Polynésie 2014;active;qcm-probabilites-bac-s-polynesie-2014;3;terminale;NULL;2;NULL;bac-s-polynesie-2014;18145540;Bac S;Polynésie;2014;Bac S 2014 Polynésie
2701;Fonctions - Bac S Polynésie 2014;active;fonctions-bac-s-polynesie-2014;4;terminale;NULL;2;NULL;bac-s-polynesie-2014;18145550;Bac S;Polynésie;2014;Bac S 2014 Polynésie
1413;Nombres complexes - Bac S Pondichéry 2014;active;nombres-complexes-bac-s-pondichery-2014;9302001;tle-expert;tx-nombres-complexes-et-geometrie;2;exercice-corrige;bac-s-pondichery-2014;18146010;Bac S;Pondichéry;2014;Bac S 2014 Pondichéry
2605;Probabilités - Loi exponentielle - Bac S Pondichéry 2014;active;probabilites-bac-s-pondichery-2014;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2014;18146020;Bac S;Pondichéry;2014;Bac S 2014 Pondichéry
2608;QCM Bac S Pondichéry 2014;active;qcm-bac-s-pondichery-2014;2;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2014;18146030;Bac S;Pondichéry;2014;Bac S 2014 Pondichéry
2615;Matrices - Bac S Pondichéry 2014 (spé);active;matrices-bac-s-spe-pondichery-2014;3;terminale;NULL;2;NULL;bac-s-pondichery-2014;18146040;Bac S;Pondichéry;2014;Bac S 2014 Pondichéry
2626;Fonctions - Bac S Pondichéry 2014;active;fonctions-bac-s-pondichery-2014;4;terminale;NULL;2;NULL;bac-s-pondichery-2014;18146050;Bac S;Pondichéry;2014;Bac S 2014 Pondichéry
2873;Probabilités – Bac S Métropole 2015;active;probabilites-bac-s-metropole-2015;1;terminale;NULL;2;exercice-corrige;bac-s-metropole-2015;18155010;Bac S;Métropole;2015;Bac S 2015 Métropole
2892;Nombres complexes - Bac S Métropole 2015;active;nombres-complexes-bac-s-metropole-2015;9202001;terminale_expert;tx-nombres-complexes-et-algebre;2;exercice-corrige;bac-s-metropole-2015;18155020;Bac S;Métropole;2015;Bac S 2015 Métropole
3145;Arithmétique Matrices - Bac S Métropole 2015 (spé);active;arithmetique-matrices-bac-s-metropole-2015-spe;3;terminale;NULL;2;NULL;bac-s-metropole-2015;18155030;Bac S;Métropole;2015;Bac S 2015 Métropole
4018;Probabilités – Bac S Pondichéry 2016;active;probabilites-bac-s-pondichery-2016;1;terminale;NULL;2;NULL;bac-s-pondichery-2016;18166010;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
4047;Nombres complexes – Bac S Pondichéry 2016;active;nombres-complexes-bac-s-pondichery-2016;9302001;tle-expert;tx-nombres-complexes-et-geometrie;2;exercice-corrige;bac-s-pondichery-2016;18166020;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
4070;Géométrie dans l'espace – Bac S Pondichéry 2016;active;geometrie-espace-bac-s-pondichery-2016;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-pondichery-2016;18166030;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
4080;Fonction logarithme – Bac S Pondichéry 2016;active;fonction-logarithme-bac-s-pondichery-2016;7402001;terminale;te-logarithme-neperien;2;exercice-corrige;bac-s-pondichery-2016;18166040;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
4085;Suites - Intégrales – Bac S Pondichéry 2016;active;suites-integrales-bac-s-pondichery-2016;5;terminale;NULL;3;exercice-corrige;bac-s-pondichery-2016;18166050;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
4103;Cryptographie - Bac S Pondichéry 2016 (spé);active;cryptographie-bac-s-pondichery-2016-spe;9502001;tle-expert;tx-pgcd-et-nombres-premiers;2;exercice-corrige;bac-s-pondichery-2016;18166060;Bac S;Pondichéry;2016;Bac S 2016 Pondichéry
3843;Probabilités – Bac S Nouvelle Calédonie 2016;active;probabilites-bac-s-nouvelle-caledonie-2016;1;terminale;NULL;2;NULL;bac-s-nouvelle-caledonie-2016;18167010;Bac S;Nouvelle Calédonie;2016;Bac S 2016 Nouvelle Calédonie
3870;Nombres complexes – Bac S  Nouvelle Calédonie 2016;active;nombres-complexes-bac-s-nouvelle-caledonie-2016;9302001;tle-expert;tx-nombres-complexes-et-geometrie;2;exercice-corrige;bac-s-nouvelle-caledonie-2016;18167020;Bac S;Nouvelle Calédonie;2016;Bac S 2016 Nouvelle Calédonie
6351;Bac S Centres étrangers 2017 (pdf);active;bac-s-centres-etrangers-2017-pdf;0;terminale;NULL;NULL;exercice-corrige;bac-s-centres-etrangers-2017;18172510;Bac S;Centres Etrangers;2017;Bac S 2017 Centres Etrangers
6356;Bac S Métropole 2017 (pdf);active;bac-s-metropole-2017-pdf;0;terminale;NULL;NULL;exercice-corrige;bac-s-centres-etrangers-2017;18172520;Bac S;Centres Etrangers;2017;Bac S 2017 Centres Etrangers
6358;Bac ES/L Métropole 2017 (pdf);active;bac-esl-metropole-2017-pdf;0;tle-complementaire;NULL;NULL;exercice-corrige;bac-s-centres-etrangers-2017;18172530;Bac S;Centres Etrangers;2017;Bac S 2017 Centres Etrangers
6248;Géométrie dans l'espace - Bac S Pondichéry 2017;active;geometrie-lespace-bac-s-pondichery-2017;7503001;terminale;te-droites-et-plans-dans-lespace;3;exercice-corrige;bac-s-pondichery-2017;18176010;Bac S;Pondichéry;2017;Bac S 2017 Pondichéry
6271;Nombres complexes - Bac S Pondichéry 2017;active;nombres-complexes-bac-s-pondichery-2017;9301001;tle-expert;tx-nombres-complexes-et-geometrie;1;exercice-corrige;bac-s-pondichery-2017;18176020;Bac S;Pondichéry;2017;Bac S 2017 Pondichéry
7916;Probabilités - Bac S Amérique du Nord  2018;active;probabilites-bac-s-amerique-du-nord-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-amerique-du-nord-2018;18182010;Bac S;Amérique du Nord;2018;Bac S 2018 Amérique du Nord
7931;Fonctions - Bac S Amérique du Nord  2018;active;fonctions-bac-s-amerique-du-nord-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-amerique-du-nord-2018;18182020;Bac S;Amérique du Nord;2018;Bac S 2018 Amérique du Nord
7949;Géométrie dans l'espace - Bac S Amérique du Nord  2018;active;geometrie-dans-lespace-bac-s-amerique-du-nord-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-amerique-du-nord-2018;18182030;Bac S;Amérique du Nord;2018;Bac S 2018 Amérique du Nord
7974;Suites - Fonctions - Bac S Amérique du Nord  2018;active;suites-fonctions-bac-s-amerique-du-nord-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-amerique-du-nord-2018;18182040;Bac S;Amérique du Nord;2018;Bac S 2018 Amérique du Nord
8011;Suites - Matrices - Bac S Amérique du Nord  2018 (spé);active;suites-matrices-bac-s-amerique-du-nord-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-amerique-du-nord-2018;18182050;Bac S;Amérique du Nord;2018;Bac S 2018 Amérique du Nord
8595;Fonctions - Bac S Centres étrangers  2018;active;fonctions-bac-s-centres-etrangers-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-centres-etrangers-2018;18182510;Bac S;Centres Etrangers;2018;Bac S 2018 Centres Etrangers
8604;QCM - Bac S Centres étrangers  2018;active;qcm-bac-s-centres-etrangers-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-centres-etrangers-2018;18182520;Bac S;Centres Etrangers;2018;Bac S 2018 Centres Etrangers
8610;Probabilités - Bac S Centres étrangers  2018;active;probabilites-bac-s-centres-etrangers-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-centres-etrangers-2018;18182530;Bac S;Centres Etrangers;2018;Bac S 2018 Centres Etrangers
8625;Géométrie dans l'espace - Bac S Centres étrangers  2018;active;geometrie-dans-lespace-bac-s-centres-etrangers-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-centres-etrangers-2018;18182540;Bac S;Centres Etrangers;2018;Bac S 2018 Centres Etrangers
8638;Cryptage RSA - Bac S Centres étrangers  2018 (spé);active;cryptage-rsa-bac-s-centres-etrangers-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-centres-etrangers-2018;18182550;Bac S;Centres Etrangers;2018;Bac S 2018 Centres Etrangers
9063;Probabilités - Bac S Antilles-Guyane 2018;active;probabilites-bac-s-antilles-guyane-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-antilles-guyane-2018;18183010;Bac S;Antilles-Guyanne;2018;Bac S 2018 Antilles-Guyanne
9070;Géométrie dans l'espace - Bac S Antilles-Guyane 2018;active;geometrie-dans-lespace-bac-s-antilles-guyane-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-antilles-guyane-2018;18183020;Bac S;Antilles-Guyanne;2018;Bac S 2018 Antilles-Guyanne
9074;Fonctions - Bac S Antilles-Guyane 2018;active;fonctions-bac-s-antilles-guyane-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-antilles-guyane-2018;18183030;Bac S;Antilles-Guyanne;2018;Bac S 2018 Antilles-Guyanne
9080;Suites - Bac S Antilles-Guyane 2018;active;suites-bac-s-antilles-guyane-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-antilles-guyane-2018;18183040;Bac S;Antilles-Guyanne;2018;Bac S 2018 Antilles-Guyanne
9091;Matrices de transition - Bac S Antilles-Guyane 2018 (spé);active;matrices-de-transition-bac-s-antilles-guyane-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-antilles-guyane-2018;18183050;Bac S;Antilles-Guyanne;2018;Bac S 2018 Antilles-Guyanne
9440;Fonctions – Bac S Asie 2018;active;fonctions-bac-s-asie-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-asie-2018;18183510;Bac S;Asie;2018;Bac S 2018 Asie
9442;Probabilités – Bac S Asie 2018;active;probabilites-bac-s-asie-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-asie-2018;18183520;Bac S;Asie;2018;Bac S 2018 Asie
9444;Géométrie dans l'espace – Bac S Asie 2018;active;geometrie-dans-lespace-bac-s-asie-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-asie-2018;18183530;Bac S;Asie;2018;Bac S 2018 Asie
9446;Nombres complexes – Bac S Asie 2018;active;nombres-complexes-bac-s-asie-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-asie-2018;18183540;Bac S;Asie;2018;Bac S 2018 Asie
9448;Arithmétique – Bac S Asie 2018 (spé);active;arithmetique-bac-s-asie-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-asie-2018;18183550;Bac S;Asie;2018;Bac S 2018 Asie
7716;Lois continues – Bac S Liban 2018;active;probabilites-bac-s-liban-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-liban-2018;18184010;Bac S;Liban;2018;Bac S 2018 Liban
7722;Nombres complexes – Bac S Liban 2018;active;nombres-complexes-bac-s-liban-2018;9202001;tle-expert;tx-nombres-complexes-et-algebre;2;en-attente-de-correction;bac-s-liban-2018;18184020;Bac S;Liban;2018;Bac S 2018 Liban
7729;Géométrie dans l'espace – Bac S Liban 2018;active;geometrie-dans-lespace-bac-s-liban-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-liban-2018;18184030;Bac S;Liban;2018;Bac S 2018 Liban
7740;Suite de fonctions - Bac S Liban 2018;active;suite-de-fonctions-bac-s-liban-2018;4;terminale;NULL;2;NULL;bac-s-liban-2018;18184040;Bac S;Liban;2018;Bac S 2018 Liban
7752;Suites et probabilités - Bac S Liban 2018;active;suites-et-probabilites-bac-s-liban-2018;5;terminale;NULL;2;en-attente-de-correction;bac-s-liban-2018;18184050;Bac S;Liban;2018;Bac S 2018 Liban
7761;Suite de Fibonacci - Bac S Liban 2018 (spé);active;suite-de-fibonacci-bac-s-liban-2018-spe;5;terminale;NULL;2;en-attente-de-correction;bac-s-liban-2018;18184060;Bac S;Liban;2018;Bac S 2018 Liban
9167;Fonctions - Bac S Métropole 2018;active;fonctions-bac-s-metropole-2018;1;terminale;3e-division-euclidienne;2;en-attente-de-correction;bac-s-metropole-2018;18185010;Bac S;Métropole;2018;Bac S 2018 Métropole
9171;Probabilités- Bac S Métropole 2018;active;probabilites-bac-s-metropole-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-metropole-2018;18185020;Bac S;Métropole;2018;Bac S 2018 Métropole
9174;Géométrie dans l'espace - Bac S Métropole 2018;active;geometrie-dans-lespace-bac-s-metropole-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-metropole-2018;18185030;Bac S;Métropole;2018;Bac S 2018 Métropole
9176;Nombres complexes - Bac S Métropole 2018;active;nombres-complexes-bac-s-metropole-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-metropole-2018;18185040;Bac S;Métropole;2018;Bac S 2018 Métropole
9178;Matrices et arithmétique - Bac S Métropole 2018 (spé);active;matrices-et-arithmetique-bac-s-metropole-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-metropole-2018;18185050;Bac S;Métropole;2018;Bac S 2018 Métropole
9274;Probabilités – Bac S Polynésie 2018;active;probabilites-bac-s-polynesie-2018;1;terminale;NULL;2;en-attente-de-correction;bac-s-polynesie-2018;18185510;Bac S;Polynésie;2018;Bac S 2018 Polynésie
9276;Fonctions et Volumes – Bac S Polynésie 2018;active;fonctions-et-volumes-bac-s-polynesie-2018;2;terminale;NULL;2;en-attente-de-correction;bac-s-polynesie-2018;18185520;Bac S;Polynésie;2018;Bac S 2018 Polynésie
9278;Fonctions et Aires – Bac S Polynésie 2018;active;fonctions-et-aires-bac-s-polynesie-2018;3;terminale;NULL;2;en-attente-de-correction;bac-s-polynesie-2018;18185530;Bac S;Polynésie;2018;Bac S 2018 Polynésie
9280;Suites – Bac S Polynésie 2018;active;suites-bac-s-polynesie-2018;4;terminale;NULL;2;en-attente-de-correction;bac-s-polynesie-2018;18185540;Bac S;Polynésie;2018;Bac S 2018 Polynésie
9282;Matrices de transition – Bac S Polynésie 2018 (spé);active;matrices-de-transition-bac-s-polynesie-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-polynesie-2018;18185550;Bac S;Polynésie;2018;Bac S 2018 Polynésie
7127;Suites et Fonctions – Bac S Pondichéry 2018;active;suites-et-fonctions-bac-s-pondichery-2018;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2018;18186010;Bac S;Pondichéry;2018;Bac S 2018 Pondichéry
7157;Nombres complexes – Bac S Pondichéry 2018;active;nombres-complexes-bac-s-pondichery-2018;9301001;tle-expert;tx-nombres-complexes-et-geometrie;1;exercice-corrige;bac-s-pondichery-2018;18186020;Bac S;Pondichéry;2018;Bac S 2018 Pondichéry
7171;Géométrie dans l'espace – Bac S Pondichéry 2018;active;geometrie-dans-lespace-bac-s-pondichery-2018;4;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2018;18186030;Bac S;Pondichéry;2018;Bac S 2018 Pondichéry
7178;Probabilités – Bac S Pondichéry 2018;active;probabilites-bac-s-pondichery-2018;3;terminale;NULL;2;NULL;bac-s-pondichery-2018;18186040;Bac S;Pondichéry;2018;Bac S 2018 Pondichéry
7213;Chiffrement – Bac S Pondichéry 2018 (spé);active;chiffrement-bac-s-pondichery-2018-spe;4;terminale;NULL;2;en-attente-de-correction;bac-s-pondichery-2018;18186050;Bac S;Pondichéry;2018;Bac S 2018 Pondichéry
