id;title;status;slug;menu_order;classe;chapitre;difficult;solve;annale;;;;;
2158;Probabilités - Bac ES/L Amérique du Nord 2014;active;probabilites-bac-es-amerique-nord-2014;2;tle-complementaire;NULL;2;NULL;bac-esl-amerique-du-nord-2014;15142020;Bac ES/L;Amérique du Nord;2014;Bac ES/L 2014 Amérique du Nord
2160;Logarithme - Bac ES/L Amérique du Nord 2014;active;fonctions-bac-es-amerique-nord-2014;3;tle-complementaire;NULL;2;NULL;bac-esl-amerique-du-nord-2014;15142030;Bac ES/L;Amérique du Nord;2014;Bac ES/L 2014 Amérique du Nord
2163;Suites - Bac ES/L Amérique du Nord 2014;active;suites-bac-es-amerique-nord-2014;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-amerique-du-nord-2014;15142040;Bac ES/L;Amérique du Nord;2014;Bac ES/L 2014 Amérique du Nord
2168;Probabilités - Bac ES/L Centres étrangers 2014;active;probabilites-bac-es-centres-etrangers-2014;1;tle-complementaire;NULL;2;NULL;bac-esl-centres-etrangers-2014;15142510;Bac ES/L;Centres Etrangers;2014;Bac ES/L 2014 Centres Etrangers
2170;Fonctions - Bac ES/L Centres étrangers 2014;active;fonctions-bac-es-centres-etrangers-2014;2;tle-complementaire;NULL;2;NULL;bac-esl-centres-etrangers-2014;15142520;Bac ES/L;Centres Etrangers;2014;Bac ES/L 2014 Centres Etrangers
2175;Suites et algorithmes - Bac ES/L Centres étrangers 2014;active;suites-bac-es-centres-etrangers-2014;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-centres-etrangers-2014;15142530;Bac ES/L;Centres Etrangers;2014;Bac ES/L 2014 Centres Etrangers
2178;QCM Probabilités - Bac ES/L Centres étrangers 2014;active;qcm-bac-es-centres-etrangers-2014;4;tle-complementaire;NULL;2;NULL;bac-esl-centres-etrangers-2014;15142540;Bac ES/L;Centres Etrangers;2014;Bac ES/L 2014 Centres Etrangers
2191;QCM - Bac ES/L Métropole 2014;active;qcm-bac-es-metropole-2014;1;tle-complementaire;NULL;2;exercice-corrige;bac-esl-metropole-2014;15145010;Bac ES/L;Métropole;2014;Bac ES/L 2014 Métropole
2194;Suites - Bac ES/L Métropole 2014;active;suites-bac-es-metropole-2014;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-esl-metropole-2014;15145020;Bac ES/L;Métropole;2014;Bac ES/L 2014 Métropole
2202;Probabilités - Bac ES/L Métropole 2014;active;probabilites-bac-esl-metropole-2014;3;tle-complementaire;NULL;2;exercice-corrige;bac-esl-metropole-2014;15145030;Bac ES/L;Métropole;2014;Bac ES/L 2014 Métropole
2206;Fonctions - Bac ES/L Métropole 2014;active;fonctions-bac-es-metropole-2014;4;tle-complementaire;NULL;2;exercice-corrige;bac-esl-metropole-2014;15145040;Bac ES/L;Métropole;2014;Bac ES/L 2014 Métropole
2716;Matrices de transition (spé) - Bac ES Métropole 2014;active;matrices-spe-bac-es-metropole-2014;2;tle-complementaire;NULL;2;NULL;bac-esl-metropole-2014;15145050;Bac ES/L;Métropole;2014;Bac ES/L 2014 Métropole
2181;Probabilités - Bac ES/L Polynésie 2014;active;probabilites-bac-es-polynesie-2014;1;tle-complementaire;NULL;2;NULL;bac-esl-polynesie-2014;15145510;Bac ES/L;Polynésie;2014;Bac ES/L 2014 Polynésie
2183;Fonctions - Bac ES/L Polynésie 2014;active;fonctions-bac-es-polynesie-2014;2;tle-complementaire;NULL;2;NULL;bac-esl-polynesie-2014;15145520;Bac ES/L;Polynésie;2014;Bac ES/L 2014 Polynésie
2189;Fonctions-Intégrales - Bac ES/L Polynésie 2014;active;fonctions-integrales-bac-es-polynesie-2014;8502001;tle-complementaire;tc-integrales;2;en-attente-de-correction;bac-esl-polynesie-2014;15145530;Bac ES/L;Polynésie;2014;Bac ES/L 2014 Polynésie
2129;Vrai-Faux - Bac ES/L Pondichéry 2014;active;vrai-faux-bac-es-pondichery-2014;1;tle-complementaire;NULL;2;NULL;bac-esl-pondichery-2014;15146010;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
2132;Suites - Bac ES/L Pondichéry 2014;active;suites-bac-es-pondichery-2014;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-pondichery-2014;15146020;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
2135;Suites-Matrices (spé) - Bac ES/L Pondichéry 2014;active;suites-spe-bac-es-pondichery-2014;2;tle-complementaire;NULL;2;NULL;bac-esl-pondichery-2014;15146030;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
2142;Probabilités - Bac ES/L Pondichéry 2014;active;probabilites-bac-es-pondichery-2014;3;tle-complementaire;NULL;2;NULL;bac-esl-pondichery-2014;15146040;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
2145;Fonctions - Bac ES/L Pondichéry 2014;active;fonctions-bac-es-pondichery-2014;4;tle-complementaire;NULL;2;NULL;bac-esl-pondichery-2014;15146050;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
2185;Suites - Bac ES/L Polynésie 2014;active;suites-bac-es-polynesie-2014;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-pondichery-2014;15146060;Bac ES/L;Pondichéry;2014;Bac ES/L 2014 Pondichéry
3434;Probabilités - Bac ES/L Métropole 2015;active;probabilites-bac-esl-metropole-2015;1;tle-complementaire;NULL;2;NULL;bac-esl-metropole-2015;15155010;Bac ES/L;Métropole;2015;Bac ES/L 2015 Métropole
3443;Positions relatives - Bac ES/L Métropole 2015;active;fonction-logarithme-bac-esl-metropole-2015;7403001;terminale;te-logarithme-neperien;3;exercice-corrige;bac-esl-metropole-2015;15155020;Bac ES/L;Métropole;2015;Bac ES/L 2015 Métropole
3445;Fonction exponentielle - Bac ES/L Métropole 2015;active;fonction-exponentielle-bac-esl-metropole-2015;3;tle-complementaire;NULL;2;NULL;bac-esl-metropole-2015;15155030;Bac ES/L;Métropole;2015;Bac ES/L 2015 Métropole
6070;QCM – Bac ES/L Métropole Réunion 2016;active;qcm-bac-esl-metropole-reunion-2016;0;tle-complementaire;NULL;2;exercice-corrige;bac-esl-metropole-2016;15165010;Bac ES/L;Métropole;2016;Bac ES/L 2016 Métropole
6097;Suites – Bac ES/L Métropole Réunion 2016;active;suites-bac-esl-metropole-reunion-2016;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-metropole-2016;15165020;Bac ES/L;Métropole;2016;Bac ES/L 2016 Métropole
6109;Probabilités – Bac ES/L Métropole Réunion 2016;active;probabilites-bac-esl-metropole-reunion-2016;8701001;tle-complementaire;tc-lois-a-densite;1;en-attente-de-correction;bac-esl-metropole-2016;15165030;Bac ES/L;Métropole;2016;Bac ES/L 2016 Métropole
6116;Logarithme – Bac ES/L Métropole Réunion 2016;active;logarithme-bac-esl-metropole-reunion-2016;8602001;tle-complementaire;tc-logarithme-neperien;2;exercice-corrige;bac-esl-metropole-2016;15165040;Bac ES/L;Métropole;2016;Bac ES/L 2016 Métropole
10381;QCM - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-1-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181110;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10394;Fonctions - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;fonctions-bac-blanc-es-l-sujet-1-maths-cours-2018;2;obsolete;1erees-derivees;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181120;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10405;Suites - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-1-maths-cours-2018;3;obsolete;1erees-suites-arithmetiques-et-geometriques;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181130;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10412;Probabilités - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-1-maths-cours-2018;8672001;tle-complementaire;tc-loi-binomiale;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181140;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10428;Graphes - Bac blanc ES Sujet 1 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-sujet-1-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181150;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10437;QCM - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-2-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181210;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10442;Pourcentages - Fonctions - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;pourcentages-fonctions-bac-blanc-es-l-sujet-2-maths-cours-2018;2;obsolete;1erees-derivees;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181220;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10448;Probabilités - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-2-maths-cours-2018;8652001;tle-complementaire;tc-probabilites-conditionnelles;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181230;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10455;Suites - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-2-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181240;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10457;Graphes - Bac blanc ES Sujet 2 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-sujet-2-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181250;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10469;Suites - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-3-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181310;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10473;Coût marginal - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;cout-marginal-bac-blanc-es-l-sujet-3-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181320;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10475;Fonction exponentielle - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;fonction-exponentielle-bac-blanc-es-l-sujet-3-maths-cours-2018;3;tle-complementaire;tes-exponentielle;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181330;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10477;Probabilités - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-3-maths-cours-2018;8653001;tle-complementaire;tc-probabilites-conditionnelles;3;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181340;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10479;Graphes - Bac blanc ES/L Sujet 3 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-l-sujet-3-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181350;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10499;QCM - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-4-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181410;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10501;Probabilités - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-4-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181420;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10503;Fonctions et intégrales - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;fonctions-et-integrales-bac-blanc-es-l-sujet-4-maths-cours-2018;8502001;tle-complementaire;tc-integrales;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181430;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10505;Suites - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-4-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181440;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10508;Matrices - Bac blanc ES/L Sujet 4 - Maths-cours 2018 (spé);active;matrices-bac-blanc-es-l-sujet-4-maths-cours-2018-spe;3;tle-complementaire;tes-spe-graphe-probabiliste;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181450;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10549;Loi normale - Estimation - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;loi-normale-estimation-bac-blanc-es-l-sujet-5-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181510;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10552;QCM Fonctions - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;qcm-fonctions-bac-blanc-es-l-sujet-5-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181520;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10554;Fonctions et intégrales - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;fonctions-et-integrales-bac-blanc-es-l-sujet-5-maths-cours-2018;3;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181530;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10556;Suites et algorithmes - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;suites-et-algorithmes-bac-blanc-es-l-sujet-5-maths-cours-2018;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181540;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10559;Graphes probabilistes - Bac blanc ES Sujet 5 - Maths-cours 2018 (spé);active;graphes-probabilistes-bac-blanc-es-l-sujet-5-maths-cours-2018-spe;2;tle-complementaire;tes-spe-graphe-probabiliste;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181550;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10590;QCM - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-6-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181610;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10592;Probabilités et suites - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;probabilites-et-suites-bac-blanc-es-l-sujet-6-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181620;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10594;Loi normales - Intervalle de confiance - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;loi-normales-intervalle-de-confiance-bac-blanc-es-l-sujet-6-maths-cours-2018;3;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181630;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10597;Fonctions - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;fonctions-bac-blanc-es-l-sujet-6-maths-cours-2018;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181640;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
10600;Graphes probabilistes - Bac blanc ES Sujet 6 - Maths-cours 2018 (spé);active;graphes-probabilistes-bac-blanc-es-sujet-6-maths-cours-2018-spe;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181650;Bac ES/L;Bac blanc ES/L;2018;Bac ES/L 2018 Bac blanc ES/L
7864;Probabilités - Bac ES/L Amérique du Nord  2018;active;probabilites-bac-es-l-amerique-du-nord-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182010;Bac ES/L;Amérique du Nord;2018;Bac ES/L 2018 Amérique du Nord
7879;Suites - Bac ES/L Amérique du Nord  2018;active;suites-bac-es-l-amerique-du-nord-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182020;Bac ES/L;Amérique du Nord;2018;Bac ES/L 2018 Amérique du Nord
7887;Graphes probabilistes - Bac ES/L Amérique du Nord  2018;active;graphes-probabilistes-bac-es-l-amerique-du-nord-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182030;Bac ES/L;Amérique du Nord;2018;Bac ES/L 2018 Amérique du Nord
7892;Fonctions - Bac ES/L Amérique du Nord  2018;active;fonctions-bac-es-l-amerique-du-nord-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182040;Bac ES/L;Amérique du Nord;2018;Bac ES/L 2018 Amérique du Nord
8643;QCM - Bac ES/L Centres étrangers 2018;active;qcm-bac-es-l-centres-etrangers-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182510;Bac ES/L;Centres Etrangers;2018;Bac ES/L 2018 Centres Etrangers
8649;Suites - Bac ES/L Centres étrangers 2018;active;suites-bac-es-l-centres-etrangers-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182520;Bac ES/L;Centres Etrangers;2018;Bac ES/L 2018 Centres Etrangers
8660;Probabilités - Bac ES/L Centres étrangers 2018;active;probabilites-bac-es-l-centres-etrangers-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182530;Bac ES/L;Centres Etrangers;2018;Bac ES/L 2018 Centres Etrangers
8664;Fonctions - Bac ES/L Centres étrangers 2018;active;fonctions-bac-es-l-centres-etrangers-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182540;Bac ES/L;Centres Etrangers;2018;Bac ES/L 2018 Centres Etrangers
8683;Graphes probabilistes - Bac ES/L Centres étrangers  2018 (spé);active;graphes-probabilistes-bac-es-l-centres-etrangers-2018-spe;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182550;Bac ES/L;Centres Etrangers;2018;Bac ES/L 2018 Centres Etrangers
9102;QCM - Bac ES/L Antilles-Guyane 2018;active;qcm-bac-es-l-antilles-guyane-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183010;Bac ES/L;Antilles-Guyanne;2018;Bac ES/L 2018 Antilles-Guyanne
9104;Probabilités - Bac ES/L Antilles-Guyane 2018;active;probabilites-bac-es-l-antilles-guyane-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183020;Bac ES/L;Antilles-Guyanne;2018;Bac ES/L 2018 Antilles-Guyanne
9107;Suites - Bac ES/L Antilles-Guyane 2018;active;suites-bac-es-l-antilles-guyane-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183030;Bac ES/L;Antilles-Guyanne;2018;Bac ES/L 2018 Antilles-Guyanne
9109;Graphes - Bac ES Antilles-Guyane 2018 (spé);active;graphes-bac-es-antilles-guyane-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183040;Bac ES/L;Antilles-Guyanne;2018;Bac ES/L 2018 Antilles-Guyanne
9138;Fonctions - Bac ES/L Antilles-Guyane 2018;active;fonctions-bac-es-l-antilles-guyane-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183050;Bac ES/L;Antilles-Guyanne;2018;Bac ES/L 2018 Antilles-Guyanne
9371;QCM – Bac ES/L Asie 2018;active;qcm-bac-es-l-asie-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183510;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
9373;Probabilités – Bac ES/L Asie 2018;active;probabilites-bac-es-l-asie-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183520;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
9375;Suites – Bac ES/L Asie 2018;active;suites-bac-es-l-asie-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183530;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
9377;Matrices de transition – Bac ES Asie 2018 (spé);active;matrices-de-transition-bac-es-asie-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183540;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
9381;Fonctions – Bac ES/L Asie 2018;active;fonctions-bac-es-l-asie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183550;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
7771;Probabilités - Bac ES/L Liban 2018;active;probabilites-bac-es-l-liban-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184010;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7781;Suites - Bac ES/L Liban 2018;active;suites-bac-es-l-liban-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184020;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7793;QCM - Bac ES/L Liban 2018;active;qcm-bac-es-l-liban-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184030;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7817;Fonctions - Bac ES/L Liban 2018;active;fonctions-bac-es-l-liban-2018;4;tle-complementaire;NULL;1;en-attente-de-correction;bac-es-l-liban-2018;15184040;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7823;Graphes probabilistes - Bac ES Liban 2018 (spé);active;graphes-probabilistes-bac-es-liban-2018-spe;2;tle-complementaire;tes-spe-graphe-probabiliste;2;en-attente-de-correction;bac-es-l-liban-2018;15184050;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
9223;Probabilités - Bac ES/L Métropole 2018;active;probabilites-bac-es-l-metropole-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185010;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9225;QCM - Bac ES/L Métropole 2018;active;qcm-bac-es-l-metropole-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185020;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9227;Suites - Bac ES/L Métropole 2018;active;suites-bac-es-l-metropole-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185030;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9229;Fonctions - Bac ES/L Métropole 2018;active;fonctions-bac-es-l-metropole-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185040;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9231;Graphes - Bac ES Métropole 2018 (spé);active;graphes-bac-es-l-metropole-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185050;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9320;QCM – Bac ES/L Polynésie 2018;active;qcm-bac-es-l-polynesie-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185510;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9322;Probabilités – Bac ES/L Polynésie 2018;active;probabilites-bac-es-l-polynesie-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185520;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9324;Suites – Bac ES/L Polynésie 2018;active;suites-bac-es-l-polynesie-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185530;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9326;Fonctions – Bac ES/L Polynésie 2018;active;fonctions-bac-es-l-polynesie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185540;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9328;Graphes – Bac ES Polynésie 2018 (spé);active;graphes-bac-es-polynesie-2018-spe;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185550;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
7028;QCM – Bac ES/L Pondichéry 2018;active;qcm-bac-es-l-pondichery-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-es-l-pondichery-2018;15186010;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7070;Probabilités – Bac ES/L Pondichéry 2018;active;probabilites-bac-es-l-pondichery-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186020;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7099;Suites - Bac ES/L Pondichéry 2018;active;suites-bac-es-l-pondichery-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186030;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7105;Fonctions – Bac ES/L Pondichéry 2018;active;fonctions-bac-es-l-pondichery-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186040;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7116;Graphes – Bac ES/L Pondichéry 2018 (spé);active;graphes-bac-es-l-pondichery-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186050;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
1485;Suites et intégrales - Bac S Amérique du Nord 2008;active;suites-integrales-bac-s-amerique-du-nord-2008;4;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082010;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
